GENE_NAME	human.mean
EFNA5	0.225
MAP7D2	0.435
CSF1	3.905
TP73	0.11
COLEC10	15.145
ACTRT3	1.03
PLA2G6	7.29
MAML2	0.215
SS18L1	18.67
COPB2	25.38
LRRC19	0.195
TOLLIP	173.96
KNTC1	1.875
CCR10	0.12
NCMAP	1.8
BPIFC	0
WDR27	6.81
TXNRD2	55.925
FOXO4	5.295
POU3F2	0.025
PTP4A3	2.305
UBE2D4	11.025
TMEM255B	2.26
GAST	0
NUTM1	0.01
HDDC3	12.295
DHRS7C	0.09
CLUL1	0.115
DUSP8	1.385
SOCS3	0.695
SLITRK6	0.355
LPAR5	0.635
XPOT	10.44
TMEM173	5.08
PDE4B	0.855
FAM19A3	0
RUNX1T1	0.31
C14orf180	1.39
SNN	2.615
KCNH7	0.035
NELL2	0.175
MED12	5.445
SEPT9	47.26
CDH17	0.06
AMER1	1.82
ZBTB40	1.905
CLDN6	0.09
LRRC26	0.155
SERINC4	0.08
FAM110C	1.99
ATL3	4.035
NDUFA12	50.215
UBE2G2	34.91
SATL1	1.005
OSBP2	0.815
TUSC5	0.015
FKBP7	2.645
PRR16	0.105
TMED9	101.78
DRD1	0.255
SDR42E1	1.37
RBM33	6.8
BTBD6	20.165
OSBPL6	1.785
H1FX	60.225
RBM43	0.99
IMMP2L	9.875
JAG2	3.205
FMNL1	3.865
PTRHD1	16.855
WT1	0.035
SLC1A3	0.32
NOC4L	8.24
NDUFA6	95.075
CHRM5	0.465
SORCS2	1.65
TMEM121	2.835
TMEM106A	1.45
SIVA1	156.145
XRCC5	83.09
DGAT1	56.045
RFX6	0.01
AP3M1	5.26
F8	2.82
CA13	1.76
UBOX5	1.48
MAFF	0.59
LXN	0.4
BRF1	10.54
LRRC14B	0
SEMA4B	24.125
NELFA	9.185
SLC24A3	0.23
SGCZ	0
EFCAB10	0.125
MKNK1	14.725
FLRT2	0.575
INTS5	9.36
MANEAL	3.585
ADSSL1	67.255
FAF1	10.25
MYADML2	0.025
TNS1	9.78
HSF1	34.975
PURA	7.65
INPP5J	0.06
NPY2R	0
MFSD6L	0.09
DDX51	8.135
NRBP2	32.565
PRSS57	0.015
TNFAIP2	13.77
MC2R	0
RAB11B	61.71
PRMT3	2.225
PRPF39	4.055
PPIL6	0.175
UBALD2	21.41
TEX33	0
CDNF	4.71
NOTUM	33.84
KLHL33	0.06
GALNT17	0.085
CDC14A	0.185
ZBTB37	0.615
NUPR2	0.13
CCDC137	7.655
ARL15	1.275
SCN10A	0
CDK10	50.86
SOCS1	0.945
TCN2	6.345
GAS2L1	9.145
ATP6V0A2	2.84
TEDC1	18.84
HGS	18.655
TNFAIP8L1	25.555
RAD51D	2.525
MAPK11	1.515
TARSL2	2.73
IFNLR1	2.3
FAM174B	4.525
ZSWIM9	1.375
TMEM179B	31.18
PARPBP	0.365
ROR1	0.165
MUC1	0.965
FAAP100	10.03
L3MBTL1	1.8
CIC	17.885
LMNTD2	5.535
PDE6G	1.145
NR2F2	17.18
DLK1	0.58
TLCD2	0.375
LSAMP	0.625
OLFML2A	0.505
DBX2	0
FAM212A	0.955
PDIA2	0.085
LMLN	0.53
P4HB	915.025
PSMD13	47.205
FDFT1	83.62
PBX1	5.015
SHC4	2.17
ZFP36L1	49.225
NTF3	3.54
BRWD1	6.72
POU3F1	0.02
SNAI3	0.6
MORN5	0.06
C6orf201	0.2
MYBL1	0.485
C16orf52	5.515
DRG1	21.85
OPHN1	0.91
ANKFY1	4.79
YTHDF3	10.495
NRG3	0.175
SRL	0.12
CXorf38	1.81
KCNQ5	0.095
AFM	146.875
KCNIP4	0.035
WDR53	4.07
IKZF1	0.975
PCYT2	109.125
NAT8L	0.045
GNB1L	3.075
CCDC190	0.015
TMPRSS11B	0.035
THNSL1	5.015
TRIM69	4.8
SCGN	1.06
PRSS38	0
LAMP1	113.75
POMK	0.9
C16orf54	0.625
KLHDC8B	10.36
KLHL34	0.02
SETD4	2.6
RTN4RL1	3.6
TBXA2R	2.905
CARMIL1	0.8
CALHM1	0.025
NKAIN3	0.03
IRS2	5.535
FAM186A	0.155
PGM1	124.655
BICD2	4.135
TMLHE	4.9
GRK1	0.01
RASA3	0.925
LRCH3	4.21
LEMD1	0.03
DDX1	17.98
ATP4B	0
DLEU7	0.035
TAL2	0.06
C15orf41	0.765
ZPBP2	0.07
DNM2	31.705
KRT5	0
GSAP	8.405
AGBL4	0.305
CYP2R1	4.985
ANKRD46	9.705
PIP5K1C	3.365
TEX38	0.195
EPB41L2	5.175
ZBTB6	0.6
C2orf76	2.77
UBL4B	0.01
RIMS1	0.015
CCDC84	8.24
BCL9L	9.215
KIF18B	0.21
FFAR4	0.095
BPIFB3	0
BPIFB4	0.01
EDARADD	0.155
MOXD1	0.055
SLC51B	0.315
SOWAHB	9.175
KLHL32	0.16
MKL2	1.765
GPAT2	0.34
TOR3A	23.865
GABRA5	0
PPP1CC	25.005
OR10T2	0
PRELID2	1.025
BACE1	19.145
RGS9BP	0.005
TMEM212	4.505
SLC36A3	0.015
SLC36A2	0.175
THBS2	1.26
RXRA	127.755
ANKRD37	3.98
NUDT17	1.07
KIAA1024L	0.155
KRT26	0
CCDC30	0.855
NKRF	1.735
KEAP1	45.305
GLDN	0.215
KPNA4	5.045
TRDN	0
RGS7BP	0.15
MYT1L	0.15
PTPRH	2.56
ZNF396	1.19
TMEM222	26.2
ARHGAP30	2.835
SMYD4	2.475
FOXD2	0.205
GPATCH8	2.785
CEACAM19	5.75
NF2	4.54
DCT	0.07
SPATC1	0.175
UBE2H	13.375
HPDL	0.06
FSD2	0.075
ARAP1	19.485
KIF24	0.05
SLC35C2	24.37
C17orf58	4.175
BCDIN3D	2.71
CYP27C1	0.235
LYRM7	1.515
CCDC73	0.135
MPPED1	86.655
FSCN2	0.05
FOXE3	0
HYAL3	8.195
VSIG10L	0.51
ZNF397	4.325
EPHA6	0.05
TPCN1	13.775
TNFRSF4	0.295
HEXIM1	10.88
SELENOV	0
KRT14	0.055
TRABD2A	0.47
PDZD7	0.715
POFUT2	6.765
SCTR	0.925
ERCC6L	0.03
TMEM17	0.53
TNFRSF18	0.27
FGF3	0
C1QL4	0.07
ZDHHC17	2.315
RFX3	0.205
SERPINA11	179.355
P2RY4	0.035
ZNF395	11.605
ZACN	2.29
PPARA	12.265
TMEM232	0.275
EFCAB6	0.255
RIF1	1.15
KANK3	2.655
EMID1	1.82
ESPN	127.435
PNLIPRP1	0.215
PTRH1	8.625
GPR141	0.08
TMPRSS6	136.1
TMPRSS11A	0
C3orf70	0.125
TEAD1	3.86
ENTPD5	41.36
MITF	0.39
SLC4A4	3.36
HEATR4	1.045
SLIT1	0.055
LYPD6	0.095
VSTM2B	0.025
ANGPTL5	0.01
SMARCA2	18.995
SHTN1	4.625
SESTD1	1.865
FNBP1	6.285
DYNC2H1	0.2
KRT12	0
RDH8	0
RSBN1L	3.1
NPSR1	0.025
WDR86	0.415
EPOR	3.98
DCC	0.14
SESN1	4.52
CHP1	60.525
KCNJ11	0.305
CDHR4	0.39
COL4A1	2.71
PLEKHG7	0.06
GJA4	6.76
MID2	1.625
HSPA14	3.64
ATP13A5	0
SIRT7	9.98
AGMO	18.795
SBK2	0.07
TLR5	0.44
USP7	16.105
NANOS3	0.125
NHLRC1	2.24
PLEKHN1	0.035
ZNF385C	0.275
TET3	1.075
COL5A3	0.64
MYMK	0.095
SAMD11	0.935
PERM1	0.03
C5orf52	0
HAPLN4	34.495
ERC2	0.02
B3GLCT	0.995
SPRY4	2.8
TRPV2	2.715
AC112484.1	0.015
C2orf88	1.88
TMEM203	21.5
SLC18A3	0
KBTBD12	0.065
THSD4	2.655
DNAJB13	0.05
GABRD	0.17
NHEJ1	3.6
FANCA	7.665
SECISBP2	12.245
CPB2	325.51
OR52B6	0.04
SEMA4D	2.16
LIN28B	0
FAM69C	0.18
DNAH17	0.34
MCRS1	13.955
TMEM72	0.035
COX10	4.08
CHRNA3	0.035
CARD9	1.09
PEAR1	1.075
TMEM202	0
HELT	0
TMEM220	52.01
PLSCR3	11.115
EIF4EBP1	68.195
P2RX2	0.2
CCDC157	0.595
TTC24	0.1
FYB2	7.465
CNOT4	3.31
LRRC74B	0.19
DMBT1	0.005
LCN10	0.175
LDLRAD2	0.925
PSEN1	8.15
CYHR1	22.585
COL14A1	1.8
DNER	0
CPSF4L	0.065
PLA2G2C	0.1
ZSCAN23	0
RINL	6.485
TPRG1	3.04
CPOX	20.29
MORN2	3.205
RILPL1	3.1
C19orf67	0.025
ARL4C	2.33
CLDND1	11.8
WNT7B	0.11
PRSS45	0.14
PLA2G4E	0.035
EYS	0.875
MOK	2.41
C6orf132	0.885
TMEM215	0
COL4A5	0.615
AGRN	11.635
NHS	0.04
OTOG	0.105
FAM166A	0.565
ZC3H6	0.465
LAMTOR4	70.79
PRKAR1B	8.865
DCUN1D3	3.465
RBL1	0.265
HYKK	2.095
C15orf62	1.175
RUFY4	0.025
LRRIQ4	0
C3orf62	1.23
ENO4	0.3
SLC38A3	280.185
FOCAD	1.39
PRR19	0.21
IGSF9B	0.03
JAKMIP3	0.015
SELL	1.295
NDC80	0.595
CERKL	0.345
SLC24A5	0
IER5L	1.81
INSC	0.045
SERPINA5	358.425
C19orf54	4.655
LCTL	0.11
NCCRP1	0.06
KRTDAP	0
AP4E1	0.71
COL25A1	0.375
FAM83G	5.265
DUSP28	2.05
NBR1	18.6
RALGAPA2	9.1
NDOR1	2.135
RSBN1	1.515
PAQR9	9.555
NANOS1	0.78
HMX3	0
MAGI3	1.775
S100A16	67.685
IDO2	2.285
SLC4A5	0.595
AFP	5.295
UROS	28.665
ZDHHC9	12.61
DUPD1	0
OSTN	0
VWC2	0.01
FAM221A	3.12
TMEM120B	4.315
COL4A4	0.15
RBM34	11.59
NOXA1	7.535
BCL2L15	0.24
OPTC	0
PLET1	0.025
ADRB3	0.01
TCF7	5.25
SKOR1	0.03
CATSPER4	0
PRELP	2.4
PLA2G2E	0.05
TMCO2	0.035
SHISA6	0
TMEM201	1.93
OSTM1	4.01
HMX2	0
SNTN	0.21
CNR2	0.175
SLX4	0.735
GLRA4	0
ENTPD8	11.175
BEND4	0.015
FAM78B	0.2
CDH7	0.045
TMC3	0.13
FBF1	1.685
MSL1	15.96
LRRK2	1.24
BSX	0
GJB3	0.575
FAM196A	0
IMPG2	0.035
HACD4	0.315
MSANTD1	0.165
AADACL3	0
NELFB	17.105
PCNP	18.595
LRRC66	0.06
ZNF292	0.955
KCTD21	8.595
ADAT2	1.51
ANKDD1B	0.02
EXD2	2.865
RNF222	0.055
RELN	7.39
APOD	0.37
ARID2	1.02
SF3B3	30.155
IL1RAPL2	0.61
SP6	0.03
NKAPL	0.125
FSCB	0.01
CLDN4	0.92
MEF2C	1.605
JPT1	13.235
S100A13	31.03
PCDH18	1.08
MAOA	52.385
PTPRC	2.585
GJB5	0.285
FHIT	2.785
ALKAL2	1.02
LIN54	1.325
FAM180A	1.255
CACNA1S	0
S100A14	12.315
KAZN	1.57
TOGARAM2	0.325
NEMP2	0.955
KIAA0408	0.035
MMP23B	1.705
SH2D5	0.025
RASSF10	0.135
GJB4	0.085
SYCP2	0.045
IL1RAP	11.285
PTPRT	0.07
MYBPC1	0.075
PAX5	0.015
SPOCK3	0.135
TDRD7	1.91
CCDC189	0.48
KIAA0895L	2.855
MYT1	0.02
SPATS2L	51.045
STK17B	0.47
WDSUB1	1.475
S100A4	13.935
PLEKHG4	0.355
FAT4	0.635
KIF19	0.785
STK40	18.94
TMEM63A	52.65
CTSE	0.05
SEMA4A	0.645
SRGAP3	1.165
FAM217B	0.92
SUPT5H	35.445
XPNPEP3	5.555
OR10S1	0
GRM7	0.11
SUPT3H	0.66
ATP2A1	0.625
STK31	0.225
NLGN3	0.095
JMJD4	10.42
CPNE4	0
NTNG2	0.37
ELAVL3	0.075
LONP1	59.06
TRRAP	2.355
FUT4	0.43
DUSP12	4.415
ASB13	43.965
SLC35F1	0.05
PTPN1	5.79
EVL	38.09
AACS	4.85
THEM5	0.73
EPHB4	29.17
PRTN3	0.02
TSC22D2	3.6
CRYBA4	0.025
ASMT	0.055
KIAA0141	27.83
YRDC	4.025
ZNF777	4.365
PIK3R4	14.93
RFX8	0.055
FGF16	0
SLC13A1	0.015
SIAH1	8.74
C20orf96	2.14
ESRRG	0.125
IPO4	15.1
NCOR2	31.89
PRPF40A	13.395
GDAP2	1.895
CADPS2	2.985
ANAPC7	15.075
AFAP1	0.925
MYO18A	26.905
BORCS6	6.04
MAN2A2	30.465
MME	18.345
CCDC196	2.205
CACNA1H	34.77
SULF2	31.46
LAMA2	0.415
PLXNB2	72.96
AJAP1	0.095
XRCC2	0.36
MYO6	5.69
MKL1	4.135
SEMA3F	4.68
ARHGAP44	0.595
HDAC2	9.85
TCF4	1.57
WNK3	0.655
SDHAF3	15.865
RABL6	9.5
ZKSCAN5	1.27
HSPB11	7.14
SLC30A10	15.94
TECPR2	2.165
FAM180B	0.025
ERI2	4.52
TOMM7	98.68
HSH2D	1.585
ZNF512B	6.655
ALKAL1	0.165
DAPK1	12.89
ATP8B1	2.915
POU3F4	0.03
TLE1	20.76
MAML3	1.27
STRN3	6.28
CHRNG	0.04
IL12RB2	0.315
MVB12B	2.515
C6orf106	47.515
ARID5A	24.575
PPTC7	4.055
KRT39	0
TOMM20L	0.1
NHLRC2	1.13
SMARCD3	2.415
KIAA1211L	0.06
LAMB3	4.79
KPNA5	0.43
ARHGEF12	12.385
HCAR1	0.235
PDLIM7	6.065
WDR70	4.71
TMEM26	0.28
FAM3C	9.01
NOP9	6.12
SLC39A10	1.59
AP2A1	26.025
FUT11	4.11
ANXA4	58.81
FYB1	1.13
SERTAD1	3.69
ZNF398	2.1
ANXA6	175.515
GMFB	4.745
SIGLEC15	0.5
MAFG	2.245
ARRDC1	28.55
KIAA1671	7.94
KRT35	0
IGF2R	22.1
GAL3ST4	0.145
SLC6A17	0.005
STRADB	25.88
ZGPAT	95.55
SLC25A29	6.775
PGAP1	0.285
SRC	4.525
PCNX3	11.2
ACSL5	33.18
LRRC8B	0.69
ELAC2	19.495
BZW1	29.595
ABCB8	11.09
SND1	41.795
NEK5	0.08
PSMD12	13.355
ADGRA1	0.465
PIWIL2	0.57
CYSRT1	0.825
SLC22A4	0.23
PGR	0.025
TBC1D9B	35.17
KANK2	54.525
GTF2E2	6.89
IL27	10.805
GUCA2A	0.175
SYNGAP1	0.845
FITM2	3.22
BLM	0.16
TRIM33	4.81
LRP10	13.74
PELI1	0.935
ME2	4.23
MRPL21	34.31
FBXL22	0.38
C5orf22	2.7
HTT	5.205
OR6N1	0
C5AR1	1.345
DCHS2	0.015
VEPH1	0.29
OR51D1	0
CCNT2	2.675
IPP	2.855
OR13G1	0
MAP3K5	2.58
OGDHL	58.465
CYP2F1	0.24
STMN3	1.11
FAM135A	0.72
PDGFA	1.215
COL13A1	0.23
ZNF628	1.96
SLC2A10	7.13
RPF2	6.16
SLC28A3	0.02
FAM177B	0.025
MIB2	24.985
COL19A1	0.295
OR6Y1	0
MYO5A	0.815
GZMM	2.945
ATG7	3.665
SIPA1L1	7.435
SSPO	3.315
ELANE	0.04
RAB40C	9.865
PIGN	3.145
TOPORS	2.42
BCO2	27.295
ENTPD6	24.175
DMBX1	0.055
OR11L1	0
ENPP1	12.14
CCDC154	0.385
C5orf42	0.635
MFAP5	0.23
CDC42SE1	9.015
PDCD1LG2	0.47
SCIN	0.05
SPTAN1	16.125
NMB	1.295
PARVA	7.145
KLHL14	0
KCNK2	0
PHF2	3.53
LHFPL5	0.33
HOXC6	0.025
TXNRD3	5
STPG3	0.945
MAP1LC3C	0.5
SERTAD4	0.035
EME2	2.36
KLHDC1	1.27
OR52M1	0
CCDC180	1.065
SLC9A8	3.65
TRAF5	0.345
OCLN	6.525
C4orf22	0.035
FAM212B	0.58
ADAMTSL2	9.225
SGTB	0.39
ZNF790	2.425
FAM49A	0.515
MYO1C	25.28
MRPL22	24.775
NKIRAS1	5.625
KIF13B	7.305
NRAP	0.49
GEMIN5	2.01
TEAD4	1.33
SPG7	40.04
HES5	0.06
ERO1A	6.055
PLCG2	8.615
FCHSD1	1.5
DNM3	0.195
OPRK1	0.01
MBP	10.105
ELOVL2	9.08
KEL	0.18
NFE2L1	51.635
IRAK4	2.595
CCDC151	0.225
DLGAP2	0.12
ZNF335	3.06
MAK16	2.51
SEMA5B	0.225
ZNF667	0.49
GRK6	7.05
MARCH5	8.375
ZBTB14	2.635
CD2AP	3.15
GSK3B	10.16
SFI1	4.605
TMPRSS11F	0
TOR4A	1.495
HIBCH	25.795
ITGB5	41.07
TMEM229B	0.595
MAN1A2	5.35
SVIP	3.46
DDRGK1	62.97
ERC1	3.825
RPS6KL1	1.58
CACNA1E	0.045
QRICH1	10.535
CSF2RA	1.615
DDX42	18.645
XPO1	14.76
HELZ	3.11
TMEM116	3.65
UCKL1	17.46
OR5B21	0
CARD11	0.975
SDAD1	5.14
ZKSCAN8	1.155
TMEM239	0.035
HYLS1	2.16
MYL4	0.12
PIM3	9.355
ASPH	17.25
SPRED2	9.025
WWP2	9.46
GFPT1	3.22
UVRAG	3.13
TMEM207	0
ITSN2	6.55
NTRK1	0.065
MGEA5	15.865
TXNRD1	12.595
NRARP	1.83
TPM2	8.25
SH3BGRL2	8.325
YTHDF2	10.39
DOPEY1	1.87
ATL1	0.67
CNGA1	6.53
MAFK	4.01
C1orf228	3.15
GPN1	8.145
PLN	0.23
ITGBL1	0.47
KCNRG	0.215
LYRM2	4.09
WDHD1	0.11
DDX39B	10.445
SLC34A3	0.015
RD3	0.06
ARC	0.005
BCKDHB	14.045
ZNF536	0
MMP17	0.37
BAZ1A	3.11
CCDC69	10.44
MDM4	3.19
RYR2	0.105
FAM3D	0.03
NCOA6	3.195
STK39	0.25
TAT	233.735
KAT6A	2.37
C6orf89	10.61
FAM19A2	0.355
OR10G6	0
TTC37	4.89
TUSC1	6.005
PAPSS2	18.015
SLC9A6	1.16
ABCA4	0.345
PNPLA4	32.195
ZCCHC6	5.825
IPO9	12.095
MT-CO2	19868.42
GLMP	23.475
TOGARAM1	1.62
DLL1	1.025
ANKRD13B	0.45
TEX45	0.19
MT-CYB	15278.55
PPP1R14C	0.01
CTR9	9.035
SMOC1	23.915
F5	92.245
LRRTM3	0.17
ZNF652	9.89
GRHL2	0.21
SMURF1	2.845
GPATCH3	4.58
CDC42BPB	17.245
PLXNB3	0.525
COLGALT2	0.075
EGFL6	0
MT-ND2	11421.215
TNPO1	5.01
APCDD1L	0.1
RCSD1	2.52
RASSF9	0.335
FAM169A	0.31
ZNF830	4.895
GRIN3A	0.09
TMEM184B	5.73
MTOR	13.685
PLOD1	71.75
SCAMP5	1.13
ZNF521	0.345
ALPK2	0.825
BRINP2	0.025
LRIG2	1.045
MT-CO1	24113.215
PAX9	0.01
FOXJ3	2.93
CD247	4.235
GRM3	0.02
CHAMP1	2.68
GJC2	0.295
ITGAE	7.915
DENND4B	8.35
RYR3	0.41
ZNF277	6.275
MT-ND3	11518.115
DUSP27	0.005
ARHGEF15	1.94
TOX	0.17
DIS3	2.895
RUSC2	3.32
FICD	3.56
R3HDM4	18.405
LTN1	1.09
RUNDC1	2.095
CCDC152	8.13
STKLD1	2.51
GRK5	4.13
DCAF12	5.875
ASB12	0.085
MT-ND4	23274.22
SMC5	1.525
TDRD3	2.8
SHISA4	4.885
CIPC	5.615
TOP1	11.925
MAP3K3	4.285
L1CAM	0.93
NUFIP1	0.815
POU3F3	0.005
RASGEF1A	0.11
DZIP3	0.825
KIAA0753	0.885
DCLRE1A	1.855
ATG9A	23.585
APRT	93.03
PDS5B	3.945
MT-CO3	16490.385
SOWAHA	0.665
L3MBTL3	2.205
DMD	8.155
NAGA	22.34
SMG5	21.815
KIF1BP	2.165
OXCT1	0.265
TGM2	126.415
RORB	0.03
SGMS1	7.52
OR10R2	0
OR10Z1	0
EPYC	0
CYLD	3.69
SNORA21	0
SLC27A5	1115.88
SNORD9	0
ADIPOR2	80.71
SNORA31	2.875
FAT1	2.665
CHMP2B	8.315
RNU6-1128P	0
STARD7	36.44
NOA1	3.05
HAL	18.225
APLP2	117.51
FAM234B	0.84
SNORD1B	0
EIF3I	75.855
NKAIN1	0.035
SNORD44	0
COL16A1	1.775
TXLNA	15.89
UPP2	0.43
AGBL5	5.11
SNORD35A	0.24
EFR3B	0.085
KIF3C	0.35
RAB10	25.23
HADHA	67.975
MAPRE3	13.13
CAD	8.08
SNORD18A	0
CD82	28.555
BCORL1	2.025
ATRX	2.065
MYNN	3.14
MECOM	0.575
SCAMP1	2.18
PREP	6.47
HACE1	0.84
CFTR	1.09
WDR47	0.585
RNU1-24P	0
WDFY1	7.445
SNORD73B	0
SLC25A24	0.32
MAP3K4	4.935
IGSF9	19.705
ZNF213	1.52
RNU4-75P	0
PROM1	1.01
CPNE3	6.785
RNU1-93P	0
RRN3	7.625
WNT11	1.235
MTIF2	9.085
SNORD52	0
RNU6-967P	0
RNA5SP363	0
EPS15	6.465
RNU6-619P	0
ORC1	0.175
RNU6-580P	0
SNORD38A	0
MGST2	106.775
CHERP	19.935
7SK	93.44
POMGNT1	19.435
RAD54L	0.28
SNORD82	0
B4GALT1	20.67
CHMP5	17.42
RNU4-2	35.14
EFCAB2	2.85
COX20	18.615
NFX1	11.74
STUM	0.14
CAPN8	0.875
TATDN3	3.635
C1orf53	7.63
SAMD5	1.09
GJE1	0
ECT2L	0.135
METTL11B	0
FAM229B	10.295
FANK1	0.065
DIMT1	5.435
DDO	5.535
PLPP4	0.17
RBM20	0.52
IPO11	2.825
C6orf163	0.475
GDI1	22.46
PCMTD2	9.91
SOX18	3.74
C1orf146	0
FOLH1	17.88
C10orf62	0.4
SAMD13	0.035
CCDC160	0.03
EFCAB7	0.275
GLYATL3	0.235
ZYG11A	0.455
EIF2AK1	33.765
GLT6D1	0.025
LRIT2	0.02
LRRC73	0.06
NME8	0.15
FOXO6	0.265
MAFB	32.765
TRAF3IP1	5.615
GIGYF2	8.29
EPDR1	2.32
NHSL2	0.14
PHACTR4	6.78
ZDHHC18	10.81
GPRIN2	0.145
SNX10	6.18
TMEM57	15.81
ZDBF2	0.15
TXNDC8	0
AWAT1	0.07
DAXX	4.14
BMPR2	1.655
TCEA3	90.635
PFDN6	9.77
RING1	0.675
HSD17B8	9.775
RXRB	3.955
COL11A2	0.065
BRD2	11.74
COL5A2	2.595
PSMB8	3.3
MRPL28	45.82
NOTCH4	1.71
PAFAH1B1	12.155
PBX2	0.59
AGER	0.075
RNF5	12.01
AGPAT1	13.265
PJVK	1.09
PRRT1	0.62
MRPL38	43.105
ERICH2	0.545
ITPKC	3.85
SP5	2.405
STK19	2.145
BTBD17	0
DXO	3.825
SKIV2L	2.995
EHMT2	0.66
FAT2	0.02
LAYN	0.645
SLC44A4	0.01
NEU1	1.685
VWA7	0.28
MBD5	4.075
MPIG6B	0
LY6G6C	0
ABHD16A	1.265
CSNK2B	0.375
GPANK1	1.82
C6orf47	0
APOM	2.165
ERO1B	5.665
PRRC2A	0.15
NFKBIL1	0.025
CCHCR1	3.48
PSORS1C2	0
ZFAND6	32.345
CDSN	0
C6orf15	0
DHX16	1.69
C6orf136	2.97
MRPS18B	8.245
PPP1R10	2.145
ABCF1	4.905
HSD17B2	81.185
DDR1	1.95
GNL1	2.065
TRIM15	0.025
FOXB2	0.07
TRIM40	0
DISP3	0.01
TBC1D8	8.22
PPEF1	0.1
MOG	0.015
CBY3	0.41
AKT1S1	26.57
GABBR1	0.85
C9orf135	0
MALRD1	0.02
RANBP17	0.5
FAM196B	0.005
TTC25	4.01
NOS2	0.055
HUWE1	18.865
MROH6	11.715
ATXN2	15.73
DCTN1	25.16
TCTN1	6.715
FAM216A	3.175
ZBTB48	15.16
GPR20	0.15
KRT40	0.01
LRRC3C	0.15
UQCC3	12.83
GRXCR2	0
LRRC10B	0.015
FBXO47	0
C12orf73	4.255
TRIM13	3.87
MS4A13	0
SPIRE2	8.755
PABPN1L	0.215
PKHD1L1	0.21
SLC35B4	5.51
FAM71F2	1.62
NOX4	0.05
CDKL4	0
C4orf47	0.135
TRIQK	3.065
ARID3C	4.815
C11orf91	0.15
ZBTB10	1.965
ACOX3	17.605
C4orf46	0.155
LGR4	14.01
VIT	0
PDE7A	1.49
TMEM170B	3.11
MTMR2	0.59
SNX2	15.94
NT5M	1.23
TECPR1	3.25
C15orf59	0.28
CFI	159.245
IZUMO3	0
ATP6AP1L	2.27
CCDC85C	12.9
RGL3	7.14
NAP1L4	48.435
CPT1B	5.535
DENND6B	0.83
LCMT1	5.47
MFSD2B	0.405
CDPF1	5.235
LIN52	2.055
TRIP6	52.08
TECRL	0.01
DPF3	1.985
MANSC4	0.02
ETFRF1	14.82
ITPRIPL2	3.645
DENND1C	13.005
DNAH9	0.045
ACHE	3.375
C5orf51	1.205
PLPP6	5.6
GMNC	0.64
TTC23L	0.06
SRRT	30.96
ZNF316	6.32
ONECUT3	0.105
OLIG2	0.015
C21orf62	0.285
BAX	23.835
NYNRIN	4.725
IFITM5	0
C18orf63	0.005
DOK6	1.485
TMEM211	0
SERPINB11	0
SERPINB5	0
NLK	3.06
RNASE13	0.195
ATP10A	0.105
ANKUB1	0.045
TSSK2	0.03
PIGS	4.585
LRRC30	0
TMEM200C	0.265
OR10C1	0
HACD2	11.93
CFAP44	1.04
LNP1	1.665
VGLL3	0.08
TRIM71	0
ZCWPW2	0.165
ADAMTS2	2.375
COLQ	1.075
SNORD58A	0
TMPRSS11E	0
ATXN7L3	10.565
SNORA56	0.035
KIAA0100	13.09
UIMC1	5.395
SNORD101	0
MMP2	2.675
LPCAT2	0.735
GNAO1	4.87
RNU6-214P	0
OGFOD1	6.425
SNORD15A	0
ADD1	35.055
SNORA54	1.435
SLC13A2	0.405
SNORD59A	0
TXNDC16	0.5
NID2	2.635
GMCL1	3.85
KLHL42	2.155
SNORD20	0
DNM1L	4.815
PTHLH	0.085
RNU6-925P	0
GAS7	0.545
PHACTR3	0.265
RNU6-959P	0
ERGIC2	11.615
TFAP2C	0
AURKA	0.765
SNORD102	0
CASS4	0.345
PIR	9.105
SNORD73A	0
GPX3	120.285
DIO2	0.02
DIO1	119.48
STK38L	3.54
SACM1L	9.46
TSN	11.25
RFX2	1.03
SULT2B1	0.19
TRAV29DV5	0.04
TRDC	2.55
ANKIB1	3.19
TRAPPC6A	34.57
ALG6	2.09
IGHE	0.14
CNOT3	12.395
RNA5SP372	0
GP6	0.335
PTPN4	3.635
KHSRP	58.325
SNORD72	0
GNA11	18.25
SNORD70B	0
EDEM2	15.82
DNMT3B	0.57
MATK	2.35
REM1	0.175
SNORA53	0.265
SNORD69	0
TPX2	0.59
PDRG1	9.26
SNORD70	0
SLC15A1	14.11
DOCK9	8.38
RNU6-493P	0
RNF208	11.71
MAP10	0.305
ANKRD10	20.73
ZNF580	9.505
SFT2D2	4.385
SCAF8	2.655
CFAP45	0.105
TGDS	8.03
CRYGS	1.77
KLHL23	3.275
LINGO4	0.62
ASIC3	1.445
CCDC183	1.695
DNLZ	10.11
C3orf18	2.44
LTC4S	2.755
QTRT1	31.525
CHUK	3.76
MXD3	3.07
LCAT	261.3
PTPRCAP	5.075
ARL2	11.86
TTLL13P	0.125
CD79B	1.885
TMEM40	0.26
DNAJC9	2.325
C8orf82	52.995
CPLX3	0
ZBTB9	0.815
TMX2	38.35
NDUFS3	82.215
KIF9	1.995
GPSM3	0.515
LAT	3.425
NCKIPSD	6.62
ATF6B	2.135
S1PR3	0.855
ARHGAP28	0.34
SLC35F6	5.735
DDAH2	1.505
GTF2H4	3.4
DDX47	11.355
CEACAM18	0
EMP2	36.095
CRLS1	52.67
CEACAM16	0
SLC23A3	1.4
LTB4R	6.68
