ensembl	gene_name
ENSG00000100802	C14orf93
ENSG00000100804	PSMB5
ENSG00000100813	ACIN1
ENSG00000100814	CCNB1IP1
ENSG00000100823	APEX1
ENSG00000009709	PAX7
ENSG00000100842	EFS
ENSG00000100852	ARHGAP5
ENSG00000100865	CINP
ENSG00000100884	CPNE6
ENSG00000100888	CHD8
ENSG00000100889	PCK2
ENSG00000009724	MASP2
ENSG00000100902	PSMA6
ENSG00000100906	NFKBIA
ENSG00000100908	EMC9
ENSG00000100916	BRMS1L
ENSG00000100918	REC8
ENSG00000100934	SEC23A
ENSG00000100938	GMPR2
ENSG00000100941	PNN
ENSG00000009765	IYD
ENSG00000100949	RABGGTA
ENSG00000100968	NFATC4
ENSG00000100979	PLTP
ENSG00000100982	PCIF1
ENSG00000100983	GSS
ENSG00000100985	MMP9
ENSG00000100987	VSX1
ENSG00000100994	PYGB
ENSG00000100997	ABHD12
ENSG00000009780	FAM76A
ENSG00000101000	PROCR
ENSG00000101017	CD40
ENSG00000101019	UQCC1
ENSG00000101040	ZMYND8
ENSG00000101049	SGK2
ENSG00000101052	IFT52
ENSG00000101074	R3HDML
ENSG00000009790	TRAF3IP3
ENSG00000101076	HNF4A
ENSG00000101082	SLA2
ENSG00000101098	RIMS4
ENSG00000101104	PABPC1L
ENSG00000101109	STK4
ENSG00000101126	ADNP
ENSG00000009830	POMT2
ENSG00000101132	PFDN4
ENSG00000101134	DOK5
ENSG00000101138	CSTF1
ENSG00000101144	BMP7
ENSG00000101146	RAE1
ENSG00000101152	DNAJC5
ENSG00000101158	NELFCD
ENSG00000101160	CTSZ
ENSG00000101161	PRPF6
ENSG00000009844	VTA1
ENSG00000101162	TUBB1
ENSG00000101180	HRH3
ENSG00000101181	MTG2
ENSG00000101187	SLCO4A1
ENSG00000101188	NTSR1
ENSG00000101190	TCFL5
ENSG00000009950	MLXIPL
ENSG00000101193	GID8
ENSG00000101194	SLC17A9
ENSG00000101197	BIRC7
ENSG00000101198	NKAIN4
ENSG00000101199	ARFGAP1
ENSG00000101203	COL20A1
ENSG00000101204	CHRNA4
ENSG00000101210	EEF1A2
ENSG00000101213	PTK6
ENSG00000009954	BAZ1B
ENSG00000101216	GMEB2
ENSG00000101222	SPEF1
ENSG00000101230	ISM1
ENSG00000101236	RNF24
ENSG00000101247	NDUFAF5
ENSG00000101251	SEL1L2
ENSG00000101255	TRIB3
ENSG00000010017	RANBP9
ENSG00000101265	RASSF2
ENSG00000101280	ANGPT4
ENSG00000101282	RSPO4
ENSG00000101290	CDS2
ENSG00000101294	HM13
ENSG00000101298	SNPH
ENSG00000101306	MYLK2
ENSG00000010030	ETV7
ENSG00000101310	SEC23B
ENSG00000101311	FERMT1
ENSG00000101323	HAO1
ENSG00000101327	PDYN
ENSG00000101331	CCM2L
ENSG00000101333	PLCB4
ENSG00000101335	MYL9
ENSG00000101336	HCK
ENSG00000101337	TM9SF4
ENSG00000101342	TLDC2
ENSG00000010072	SPRTN
ENSG00000101346	POFUT1
ENSG00000101347	SAMHD1
ENSG00000101349	PAK5
ENSG00000101350	KIF3B
ENSG00000101353	MROH8
ENSG00000101361	NOP56
ENSG00000101363	MANBAL
ENSG00000101367	MAPRE1
ENSG00000101384	JAG1
ENSG00000101400	SNTA1
ENSG00000101407	TTI1
ENSG00000101412	E2F1
ENSG00000101413	RPRD1B
ENSG00000101417	PXMP4
ENSG00000101425	BPI
ENSG00000010219	DYRK4
ENSG00000101438	SLC32A1
ENSG00000101440	ASIP
ENSG00000101442	ACTR5
ENSG00000101443	WFDC2
ENSG00000101445	PPP1R16B
ENSG00000101447	FAM83D
ENSG00000101452	DHX35
ENSG00000101457	DNTTIP1
ENSG00000101460	MAP1LC3A
ENSG00000101463	SYNDIG1
ENSG00000101464	PIGU
ENSG00000101470	TNNC2
ENSG00000101473	ACOT8
ENSG00000101489	CELF4
ENSG00000101493	ZNF516
ENSG00000101542	CDH20
ENSG00000010256	UQCRC1
ENSG00000101574	METTL4
ENSG00000101577	LPIN2
ENSG00000101605	MYOM1
ENSG00000101624	CEP76
ENSG00000101638	ST8SIA5
ENSG00000101639	CEP192
ENSG00000101665	SMAD7
ENSG00000101670	LIPG
ENSG00000101680	LAMA1
ENSG00000101695	RNF125
ENSG00000101746	NOL4
ENSG00000101752	MIB1
ENSG00000101782	RIOK3
ENSG00000101811	CSTF2
ENSG00000101842	VSIG1
ENSG00000101850	GPR143
ENSG00000010282	HHATL
ENSG00000101856	PGRMC1
ENSG00000101868	POLA1
ENSG00000101871	MID1
ENSG00000101892	ATP1B4
ENSG00000101901	ALG13
ENSG00000010292	NCAPD2
ENSG00000101916	TLR8
ENSG00000101935	AMMECR1
ENSG00000101940	WDR13
ENSG00000101945	SUV39H1
ENSG00000101955	SRPX
ENSG00000101958	GLRA2
ENSG00000010295	IFFO1
ENSG00000101972	STAG2
ENSG00000101977	MCF2
ENSG00000101981	F9
ENSG00000101986	ABCD1
ENSG00000101997	CCDC22
ENSG00000102001	CACNA1F
ENSG00000102003	SYP
ENSG00000102010	BMX
ENSG00000002745	WNT16
ENSG00000010310	GIPR
ENSG00000102024	PLS3
ENSG00000102032	RENBP
ENSG00000102038	SMARCA1
ENSG00000102043	MTMR8
ENSG00000102053	ZC3H12B
ENSG00000102054	RBBP7
ENSG00000010318	PHF7
ENSG00000102057	KCND1
ENSG00000102078	SLC25A14
ENSG00000102081	FMR1
ENSG00000102096	PIM2
ENSG00000102098	SCML2
ENSG00000102100	SLC35A2
ENSG00000102104	RS1
ENSG00000010319	SEMA3G
ENSG00000102119	EMD
ENSG00000102174	PHEX
ENSG00000102189	EEA1
ENSG00000010322	NISCH
ENSG00000102195	GPR50
ENSG00000102218	RP2
ENSG00000102221	JADE3
ENSG00000102225	CDK16
ENSG00000102226	USP11
ENSG00000102230	PCYT1B
ENSG00000102239	BRS3
ENSG00000102243	VGLL1
ENSG00000102245	CD40LG
ENSG00000102265	TIMP1
ENSG00000102271	KLHL4
ENSG00000102287	GABRE
ENSG00000102302	FGD1
ENSG00000102312	PORCN
ENSG00000102349	KLF8
ENSG00000102359	SRPX2
ENSG00000102383	ZDHHC15
ENSG00000010361	FUZ
ENSG00000102384	CENPI
ENSG00000102385	DRP2
ENSG00000102445	RUBCNL
ENSG00000102452	NALCN
ENSG00000102466	FGF14
ENSG00000010379	SLC6A13
ENSG00000102468	HTR2A
ENSG00000102531	FNDC3A
ENSG00000102539	MLNR
ENSG00000102543	CDADC1
ENSG00000102547	CAB39L
ENSG00000102554	KLF5
ENSG00000102572	STK24
ENSG00000102575	ACP5
ENSG00000102580	DNAJC3
ENSG00000102595	UGGT2
ENSG00000102606	ARHGEF7
ENSG00000102678	FGF9
ENSG00000102683	SGCG
ENSG00000102699	PARP4
ENSG00000102710	SUPT20H
ENSG00000102738	MRPS31
ENSG00000102755	FLT1
ENSG00000102760	RGCC
ENSG00000102780	DGKH
ENSG00000102794	ACOD1
ENSG00000102802	MEDAG
ENSG00000102804	TSC22D1
ENSG00000010539	ZNF200
ENSG00000102854	MSLN
ENSG00000102870	ZNF629
ENSG00000102871	TRADD
ENSG00000102878	HSF4
ENSG00000102879	CORO1A
ENSG00000102886	GDPD3
ENSG00000002746	HECW1
ENSG00000010610	CD4
ENSG00000102890	ELMO3
ENSG00000102893	PHKB
ENSG00000102897	LYRM1
ENSG00000102901	CENPT
ENSG00000102904	TSNAXIP1
ENSG00000102908	NFAT5
ENSG00000102910	LONP2
ENSG00000102921	N4BP1
ENSG00000102924	CBLN1
ENSG00000102934	PLLP
ENSG00000102935	ZNF423
ENSG00000102962	CCL22
ENSG00000102970	CCL17
ENSG00000102974	CTCF
ENSG00000102977	ACD
ENSG00000102978	POLR2C
ENSG00000010671	BTK
ENSG00000102981	PARD6A
ENSG00000102984	ZNF821
ENSG00000102996	MMP15
ENSG00000103005	USB1
ENSG00000103021	CCDC113
ENSG00000103023	PRSS54
ENSG00000103024	NME3
ENSG00000103034	NDRG4
ENSG00000010704	HFE
ENSG00000103037	SETD6
ENSG00000103042	SLC38A7
ENSG00000103043	VAC14
ENSG00000103044	HAS3
ENSG00000103047	TANGO6
ENSG00000103051	COG4
ENSG00000103056	SMPD3
ENSG00000103061	SLC7A6OS
ENSG00000103064	SLC7A6
ENSG00000103066	PLA2G15
ENSG00000010803	SCMH1
ENSG00000103089	FA2H
ENSG00000103091	WDR59
ENSG00000103111	MON1B
ENSG00000103126	AXIN1
ENSG00000103145	HCFC1R1
ENSG00000103148	NPRL3
ENSG00000103152	MPG
ENSG00000010810	FYN
ENSG00000103154	NECAB2
ENSG00000103160	HSDL1
ENSG00000103168	TAF1C
ENSG00000103174	NAGPA
ENSG00000103184	SEC14L5
ENSG00000103187	COTL1
ENSG00000103196	CRISPLD2
ENSG00000010818	HIVEP2
ENSG00000103199	ZNF500
ENSG00000103227	LMF1
ENSG00000103245	NARFL
ENSG00000103248	MTHFSD
ENSG00000103249	CLCN7
ENSG00000103253	HAGHL
ENSG00000103254	FAM173A
ENSG00000010932	FMO1
ENSG00000103257	SLC7A5
ENSG00000103260	METRN
ENSG00000103264	FBXO31
ENSG00000103266	STUB1
ENSG00000103269	RHBDL1
ENSG00000103274	NUBP1
ENSG00000103310	ZP2
ENSG00000103313	MEFV
ENSG00000103316	CRYM
ENSG00000103319	EEF2K
ENSG00000103326	CAPN15
ENSG00000103335	PIEZO1
ENSG00000103355	PRSS33
ENSG00000011009	LYPLA2
ENSG00000103375	AQP8
ENSG00000103381	CPPED1
ENSG00000103404	USP31
ENSG00000103415	HMOX2
ENSG00000103429	BFAR
ENSG00000103449	SALL1
ENSG00000103460	TOX3
ENSG00000103479	RBL2
ENSG00000011021	CLCN6
ENSG00000103489	XYLT1
ENSG00000103494	RPGRIP1L
ENSG00000103496	STX4
ENSG00000103502	CDIPT
ENSG00000103507	BCKDK
ENSG00000103510	KAT8
ENSG00000103522	IL21R
ENSG00000011028	MRC2
ENSG00000103534	TMC5
ENSG00000103540	CCP110
ENSG00000103544	C16orf62
ENSG00000103546	SLC6A2
ENSG00000103549	RNF40
ENSG00000103569	AQP9
ENSG00000103591	AAGAB
ENSG00000103642	LACTB
ENSG00000103647	CORO2B
ENSG00000103653	CSK
ENSG00000103657	HERC1
ENSG00000103707	MTFMT
ENSG00000103710	RASL12
ENSG00000103740	ACSBG1
ENSG00000103742	IGDCC4
ENSG00000103769	RAB11A
ENSG00000011083	SLC6A7
ENSG00000103811	CTSH
ENSG00000103852	TTC23
ENSG00000103855	CD276
ENSG00000103876	FAH
ENSG00000103932	RPAP1
ENSG00000103966	EHD4
ENSG00000103978	TMEM87A
ENSG00000103994	ZNF106
ENSG00000011105	TSPAN9
ENSG00000103995	CEP152
ENSG00000104043	ATP8B4
ENSG00000104044	OCA2
ENSG00000104047	DTWD1
ENSG00000104055	TGM5
ENSG00000104059	FAM189A1
ENSG00000104081	BMF
ENSG00000104093	DMXL2
ENSG00000011114	BTBD7
ENSG00000104112	SCG3
ENSG00000104133	SPG11
ENSG00000104140	RHOV
ENSG00000104142	VPS18
ENSG00000104147	OIP5
ENSG00000104154	SLC30A4
ENSG00000104164	BLOC1S6
ENSG00000011132	APBA3
ENSG00000104213	PDGFRL
ENSG00000104218	CSPP1
ENSG00000104221	BRF2
ENSG00000104228	TRIM35
ENSG00000104231	ZFAND1
ENSG00000104237	RP1
ENSG00000011143	MKS1
ENSG00000104299	INTS9
ENSG00000104312	RIPK2
ENSG00000104313	EYA1
ENSG00000104321	TRPA1
ENSG00000104324	CPQ
ENSG00000104327	CALB1
ENSG00000104332	SFRP1
ENSG00000011198	ABHD5
ENSG00000104356	POP1
ENSG00000104361	NIPAL2
ENSG00000104365	IKBKB
ENSG00000104369	JPH1
ENSG00000104371	DKK4
ENSG00000104375	STK3
ENSG00000104381	GDAP1
ENSG00000104388	RAB2A
ENSG00000104413	ESRP1
ENSG00000104415	WISP1
ENSG00000104419	NDRG1
ENSG00000104427	ZC2HC1A
ENSG00000104432	IL7
ENSG00000104435	STMN2
ENSG00000104447	TRPS1
ENSG00000002834	LASP1
ENSG00000011243	AKAP8L
ENSG00000104472	CHRAC1
ENSG00000104490	NCALD
ENSG00000104497	SNX16
ENSG00000104517	UBR5
ENSG00000104518	GSDMD
ENSG00000104522	TSTA3
ENSG00000104524	PYCR3
ENSG00000104529	EEF1D
ENSG00000104537	ANXA13
ENSG00000011258	MBTD1
ENSG00000104549	SQLE
ENSG00000104611	SH2D4A
ENSG00000104613	INTS10
ENSG00000104635	SLC39A14
ENSG00000104643	MTMR9
ENSG00000104660	LEPROTL1
ENSG00000104679	R3HCC1
ENSG00000104714	ERICH1
ENSG00000104722	NEFM
ENSG00000104723	TUSC3
ENSG00000104728	ARHGEF10
ENSG00000104738	MCM4
ENSG00000104755	ADAM2
ENSG00000104760	FGL1
ENSG00000104763	ASAH1
ENSG00000104804	TULP2
ENSG00000104805	NUCB1
ENSG00000104812	GYS1
ENSG00000104814	MAP4K1
ENSG00000011295	TTC19
ENSG00000104823	ECH1
ENSG00000104825	NFKBIB
ENSG00000104848	KCNA7
ENSG00000104852	SNRNP70
ENSG00000104853	CLPTM1
ENSG00000104856	RELB
ENSG00000104859	CLASRP
ENSG00000104866	PPP1R37
ENSG00000104870	FCGRT
ENSG00000104872	PIH1D1
ENSG00000104879	CKM
ENSG00000104881	PPP1R13L
ENSG00000104883	PEX11G
ENSG00000104884	ERCC2
ENSG00000104885	DOT1L
ENSG00000104886	PLEKHJ1
ENSG00000104888	SLC17A7
ENSG00000104889	RNASEH2A
ENSG00000104894	CD37
ENSG00000104897	SF3A2
ENSG00000104899	AMH
ENSG00000104903	LYL1
ENSG00000104907	TRMT1
ENSG00000104921	FCER2
ENSG00000104936	DMPK
ENSG00000104946	TBC1D17
ENSG00000104951	IL4I1
ENSG00000104957	CCDC130
ENSG00000011376	LARS2
ENSG00000104967	NOVA2
ENSG00000104973	MED25
ENSG00000104976	SNAPC2
ENSG00000104983	CCDC61
ENSG00000011405	PIK3C2A
ENSG00000105053	VRK3
ENSG00000105072	C19orf44
ENSG00000105088	OLFM2
ENSG00000105122	RASAL3
ENSG00000105131	EPHX3
ENSG00000002919	SNX11
ENSG00000011422	PLAUR
ENSG00000105135	ILVBL
ENSG00000105137	SYDE1
ENSG00000105141	CASP14
ENSG00000105143	SLC1A6
ENSG00000105173	CCNE1
ENSG00000105186	ANKRD27
ENSG00000105204	DYRK1B
ENSG00000105221	AKT2
ENSG00000105223	PLD3
ENSG00000105227	PRX
ENSG00000105229	PIAS4
ENSG00000011451	WIZ
ENSG00000105245	NUMBL
ENSG00000105246	EBI3
ENSG00000105251	SHD
ENSG00000105255	FSD1
ENSG00000105278	ZFR2
ENSG00000011454	RABGAP1
ENSG00000105281	SLC1A5
ENSG00000105289	TJP3
ENSG00000105290	APLP1
ENSG00000105323	HNRNPUL1
ENSG00000105325	FZR1
ENSG00000105329	TGFB1
ENSG00000011465	DCN
ENSG00000105355	PLIN3
ENSG00000105370	LIM2
ENSG00000105374	NKG7
ENSG00000105397	TYK2
ENSG00000105401	CDC37
ENSG00000105402	NAPA
ENSG00000011485	PPP5C
ENSG00000105428	ZNRF4
ENSG00000105429	MEGF8
ENSG00000105438	KDELR1
ENSG00000105464	GRIN2D
ENSG00000105467	SYNGR4
ENSG00000011523	CEP68
ENSG00000105472	CLEC11A
ENSG00000105509	HAS1
ENSG00000105514	RAB3D
ENSG00000011566	MAP4K3
ENSG00000105520	PLPPR2
ENSG00000105523	FAM83E
ENSG00000105538	RASIP1
ENSG00000105549	THEG
ENSG00000105556	MIER2
ENSG00000105568	PPP2R1A
ENSG00000011590	ZBTB32
ENSG00000105576	TNPO2
ENSG00000105607	GCDH
ENSG00000105610	KLF1
ENSG00000105612	DNASE2
ENSG00000105613	MAST1
ENSG00000105617	LENG1
ENSG00000105618	PRPF31
ENSG00000002933	TMEM176A
ENSG00000011600	TYROBP
ENSG00000105619	TFPT
ENSG00000105639	JAK3
ENSG00000105641	SLC5A5
ENSG00000105642	KCNN1
ENSG00000105643	ARRDC2
ENSG00000105649	RAB3A
ENSG00000105650	PDE4C
ENSG00000011638	TMEM159
ENSG00000105656	ELL
ENSG00000105664	COMP
ENSG00000105668	UPK1A
ENSG00000105669	COPE
ENSG00000105671	DDX49
ENSG00000105676	ARMC6
ENSG00000105677	TMEM147
ENSG00000011677	GABRA3
ENSG00000105679	GAPDHS
ENSG00000105695	MAG
ENSG00000105696	TMEM59L
ENSG00000105698	USF2
ENSG00000105699	LSR
ENSG00000105700	KXD1
ENSG00000105705	SUGP1
ENSG00000105707	HPN
ENSG00000012048	BRCA1
ENSG00000105711	SCN1B
ENSG00000105717	PBX4
ENSG00000105732	ZNF574
ENSG00000105737	GRIK5
ENSG00000105738	SIPA1L3
ENSG00000012061	ERCC1
ENSG00000105767	CADM4
ENSG00000105771	SMG9
ENSG00000105778	AVL9
ENSG00000105784	RUNDC3B
ENSG00000105792	CFAP69
ENSG00000105793	GTPBP10
ENSG00000105810	CDK6
ENSG00000012124	CD22
ENSG00000105829	BET1
ENSG00000105851	PIK3CG
ENSG00000105852	PON3
ENSG00000105855	ITGB8
ENSG00000105856	HBP1
ENSG00000105865	DUS4L
ENSG00000105866	SP4
ENSG00000012171	SEMA3B
ENSG00000105875	WDR91
ENSG00000105877	DNAH11
ENSG00000105880	DLX5
ENSG00000105894	PTN
ENSG00000105926	MPP6
ENSG00000105928	GSDME
ENSG00000105929	ATP6V0A4
ENSG00000012174	MBTPS2
ENSG00000105939	ZC3HAV1
ENSG00000105948	TTC26
ENSG00000105954	NPVF
ENSG00000105963	ADAP1
ENSG00000105968	H2AFV
ENSG00000105974	CAV1
ENSG00000105976	MET
ENSG00000105982	RNF32
ENSG00000105983	LMBR1
ENSG00000105989	WNT2
ENSG00000106003	LFNG
ENSG00000106004	HOXA5
ENSG00000106009	BRAT1
ENSG00000106012	IQCE
ENSG00000106013	ANKRD7
ENSG00000106018	VIPR2
ENSG00000106025	TSPAN12
ENSG00000106034	CPED1
ENSG00000012232	EXTL3
ENSG00000106066	CPVL
ENSG00000106069	CHN2
ENSG00000106078	COBL
ENSG00000106086	PLEKHA8
ENSG00000106089	STX1A
ENSG00000106100	NOD1
ENSG00000012504	NR1H4
ENSG00000106105	GARS
ENSG00000106123	EPHB6
ENSG00000106125	MINDY4
ENSG00000106128	GHRHR
ENSG00000106144	CASP2
ENSG00000106236	NPTX2
ENSG00000106244	PDAP1
ENSG00000012660	ELOVL5
ENSG00000106261	ZKSCAN1
ENSG00000106263	EIF3B
ENSG00000106268	NUDT1
ENSG00000106278	PTPRZ1
ENSG00000106290	TAF6
ENSG00000106302	HYAL4
ENSG00000012779	ALOX5
ENSG00000106327	TFR2
ENSG00000106328	FSCN3
ENSG00000106331	PAX4
ENSG00000106333	PCOLCE
ENSG00000106336	FBXO24
ENSG00000106341	PPP1R17
ENSG00000106344	RBM28
ENSG00000106346	USP42
ENSG00000106348	IMPDH1
ENSG00000106351	AGFG2
ENSG00000106355	LSM5
ENSG00000106366	SERPINE1
ENSG00000106367	AP1S1
ENSG00000106397	PLOD3
ENSG00000106400	ZNHIT1
ENSG00000106404	CLDN15
ENSG00000106410	NOBOX
ENSG00000106415	GLCCI1
ENSG00000106436	MYL10
ENSG00000106443	PHF14
ENSG00000106459	NRF1
ENSG00000106477	CEP41
ENSG00000106479	ZNF862
ENSG00000106483	SFRP4
ENSG00000106511	MEOX2
ENSG00000106524	ANKMY2
ENSG00000106536	POU6F2
ENSG00000106537	TSPAN13
ENSG00000106538	RARRES2
ENSG00000106541	AGR2
ENSG00000012983	MAP4K5
ENSG00000106571	GLI3
ENSG00000106605	BLVRA
ENSG00000106609	TMEM248
ENSG00000013016	EHD3
ENSG00000106617	PRKAG2
ENSG00000106624	AEBP1
ENSG00000106631	MYL7
ENSG00000106633	GCK
ENSG00000106638	TBL2
ENSG00000013275	PSMC4
ENSG00000106665	CLIP2
ENSG00000106682	EIF4H
ENSG00000106683	LIMK1
ENSG00000106686	SPATA6L
ENSG00000106689	LHX2
ENSG00000106701	FSD1L
ENSG00000106723	SPIN1
ENSG00000106733	NMRK1
ENSG00000013293	SLC7A14
ENSG00000106771	TMEM245
ENSG00000106772	PRUNE2
ENSG00000106780	MEGF9
ENSG00000106785	TRIM14
ENSG00000106789	CORO2A
ENSG00000106804	C5
ENSG00000013297	CLDN11
ENSG00000106829	TLE4
ENSG00000106852	LHX6
ENSG00000106868	SUSD1
ENSG00000106927	AMBP
ENSG00000106952	TNFSF8
ENSG00000106991	ENG
ENSG00000106992	AK1
ENSG00000106993	CDC37L1
ENSG00000107021	TBC1D13
ENSG00000107077	KDM4C
ENSG00000107099	DOCK8
ENSG00000107104	KANK1
ENSG00000107105	ELAVL2
ENSG00000107130	NCS1
ENSG00000107140	TESK1
ENSG00000107147	KCNT1
ENSG00000107159	CA9
ENSG00000107164	FUBP3
ENSG00000107165	TYRP1
ENSG00000107175	CREB3
ENSG00000107185	RGP1
ENSG00000107186	MPDZ
ENSG00000107187	LHX3
ENSG00000013375	PGM3
ENSG00000107242	PIP5K1B
ENSG00000107263	RAPGEF1
ENSG00000107282	APBA1
ENSG00000107290	SETX
ENSG00000107295	SH3GL2
ENSG00000107331	ABCA2
ENSG00000107338	SHB
ENSG00000107341	UBE2R2
ENSG00000107362	ABHD17B
ENSG00000107372	ZFAND5
ENSG00000107404	DVL1
ENSG00000107438	PDLIM1
ENSG00000013441	CLK1
ENSG00000107447	DNTT
ENSG00000107485	GATA3
ENSG00000107518	ATRNL1
ENSG00000107521	HPS1
ENSG00000107551	RASSF4
ENSG00000107554	DNMBP
ENSG00000107560	RAB11FIP2
ENSG00000107562	CXCL12
ENSG00000107566	ERLIN1
ENSG00000013503	POLR3B
ENSG00000107581	EIF3A
ENSG00000107593	PKD2L1
ENSG00000107611	CUBN
ENSG00000107614	TRDMT1
ENSG00000107625	DDX50
ENSG00000107651	SEC23IP
ENSG00000107669	ATE1
ENSG00000107672	NSMCE4A
ENSG00000107679	PLEKHA1
ENSG00000013523	ANGEL1
ENSG00000107731	UNC5B
ENSG00000107738	VSIR
ENSG00000107742	SPOCK2
ENSG00000107745	MICU1
ENSG00000107758	PPP3CB
ENSG00000107771	CCSER2
ENSG00000013561	RNF14
ENSG00000107796	ACTA2
ENSG00000107815	TWNK
ENSG00000107816	LZTS2
ENSG00000107819	SFXN3
ENSG00000107821	KAZALD1
ENSG00000107829	FBXW4
ENSG00000107831	FGF8
ENSG00000107833	NPM3
ENSG00000013563	DNASE1L1
ENSG00000107859	PITX3
ENSG00000107862	GBF1
ENSG00000107863	ARHGAP21
ENSG00000107864	CPEB3
ENSG00000107872	FBXL15
ENSG00000107882	SUFU
ENSG00000107902	LHPP
ENSG00000107929	LARP4B
ENSG00000107938	EDRF1
ENSG00000107949	BCCIP
ENSG00000107951	MTPAP
ENSG00000107954	NEURL1
ENSG00000107957	SH3PXD2A
ENSG00000107959	PITRM1
ENSG00000107960	STN1
ENSG00000107968	MAP3K8
ENSG00000108018	SORCS1
ENSG00000108021	FAM208B
ENSG00000108039	XPNPEP1
ENSG00000108055	SMC3
ENSG00000108061	SHOC2
ENSG00000108091	CCDC6
ENSG00000013588	GPRC5A
ENSG00000108100	CCNY
ENSG00000108106	UBE2S
ENSG00000108175	ZMIZ1
ENSG00000108176	DNAJC12
ENSG00000108179	PPIF
ENSG00000013619	MAMLD1
ENSG00000108244	KRT23
ENSG00000108255	CRYBA1
ENSG00000108306	FBXL20
ENSG00000108309	RUNDC3A
ENSG00000108344	PSMD3
ENSG00000108349	CASC3
ENSG00000108352	RAPGEFL1
ENSG00000108370	RGS9
ENSG00000108375	RNF43
ENSG00000108379	WNT3
ENSG00000108389	MTMR4
ENSG00000108395	TRIM37
ENSG00000108405	P2RX1
ENSG00000108406	DHX40
ENSG00000108423	TUBD1
ENSG00000108424	KPNB1
ENSG00000108439	PNPO
ENSG00000108443	RPS6KB1
ENSG00000108465	CDK5RAP3
ENSG00000108468	CBX1
ENSG00000108469	RECQL5
ENSG00000014123	UFL1
ENSG00000108479	GALK1
ENSG00000108506	INTS2
ENSG00000108509	CAMTA2
ENSG00000108510	MED13
ENSG00000108511	HOXB6
ENSG00000108523	RNF167
ENSG00000108528	SLC25A11
ENSG00000014138	POLA2
ENSG00000108551	RASD1
ENSG00000108556	CHRNE
ENSG00000108557	RAI1
ENSG00000108561	C1QBP
ENSG00000108576	SLC6A4
ENSG00000108578	BLMH
ENSG00000108582	CPD
ENSG00000108588	CCDC47
ENSG00000014164	ZC3H3
ENSG00000108591	DRG2
ENSG00000108592	FTSJ3
ENSG00000108599	AKAP10
ENSG00000108622	ICAM2
ENSG00000108651	UTP6
ENSG00000014216	CAPN1
ENSG00000108666	C17orf75
ENSG00000108669	CYTH1
ENSG00000108671	PSMD11
ENSG00000108684	ASIC2
ENSG00000108759	KRT32
ENSG00000014257	ACPP
ENSG00000108771	DHX58
ENSG00000108773	KAT2A
ENSG00000108788	MLX
ENSG00000108797	CNTNAP1
ENSG00000108798	ABI3
ENSG00000108799	EZH1
ENSG00000108813	DLX4
ENSG00000108819	PPP1R9B
ENSG00000108821	COL1A1
ENSG00000108823	SGCA
ENSG00000108828	VAT1
ENSG00000108830	RND2
ENSG00000108840	HDAC5
ENSG00000108848	LUC7L3
ENSG00000014824	SLC30A9
ENSG00000108849	PPY
ENSG00000108852	MPP2
ENSG00000108854	SMURF2
ENSG00000108861	DUSP3
ENSG00000108878	CACNG1
ENSG00000108883	EFTUD2
ENSG00000108924	HLF
ENSG00000108932	SLC16A6
ENSG00000108947	EFNB3
ENSG00000014914	MTMR11
ENSG00000108961	RANGRF
ENSG00000108963	DPH1
ENSG00000108984	MAP2K6
ENSG00000109016	DHRS7B
ENSG00000109046	WSB1
ENSG00000109047	RCVRN
ENSG00000014919	COX15
ENSG00000109062	SLC9A3R1
ENSG00000109065	NAT9
ENSG00000109066	TMEM104
ENSG00000109072	VTN
ENSG00000109079	TNFAIP1
ENSG00000109083	IFT20
ENSG00000109084	TMEM97
ENSG00000109089	CDR2L
ENSG00000109099	PMP22
ENSG00000015133	CCDC88C
ENSG00000109101	FOXN1
ENSG00000109107	ALDOC
ENSG00000109111	SUPT6H
ENSG00000109113	RAB34
ENSG00000109118	PHF12
ENSG00000109132	PHOX2B
ENSG00000109133	TMEM33
ENSG00000109158	GABRA4
ENSG00000109163	GNRHR
ENSG00000015153	YAF2
ENSG00000109171	SLAIN2
ENSG00000109180	OCIAD1
ENSG00000109184	DCUN1D4
ENSG00000109205	ODAM
ENSG00000109220	CHIC2
ENSG00000109255	NMU
ENSG00000015171	ZMYND11
ENSG00000109265	KIAA1211
ENSG00000109270	LAMTOR3
ENSG00000109320	NFKB1
ENSG00000109321	AREG
ENSG00000109323	MANBA
ENSG00000109339	MAPK10
ENSG00000109436	TBC1D9
ENSG00000015285	WAS
ENSG00000109452	INPP4B
ENSG00000109458	GAB1
ENSG00000109466	KLHL2
ENSG00000109501	WFS1
ENSG00000109511	ANXA10
ENSG00000003249	DBNDD1
ENSG00000109534	GAR1
ENSG00000109572	CLCN3
ENSG00000109586	GALNT7
ENSG00000109606	DHX15
ENSG00000109610	SOD3
ENSG00000109618	SEPSECS
ENSG00000109625	CPZ
ENSG00000109667	SLC2A9
ENSG00000109670	FBXW7
ENSG00000109674	NEIL3
ENSG00000109680	TBC1D19
ENSG00000109684	CLNK
ENSG00000109685	NSD2
ENSG00000109686	SH3D19
ENSG00000109705	NKX3-2
ENSG00000109736	MFSD10
ENSG00000015520	NPC1L1
ENSG00000109738	GLRB
ENSG00000109743	BST1
ENSG00000109756	RAPGEF2
ENSG00000109758	HGFAC
ENSG00000109762	SNX25
ENSG00000109771	LRP2BP
